# Time Unit : 1e-09 seconds (ns)
# ActualValue: Actual value of slew seen during delay calculation. This is the value that fell out of bound.
# BoundValue: Bound value of slew. This is the first or last value for which characterization information is present in the library.
# BoundType: Lower or Upper, corresponding to whether the actual value is respectively smaller or greater than the bound value.
# Arc: Arc specification from source pin to sink pin (including rise/fall information for both).
# Instance: Full hierarchical name of the instance.
ActualValue    BoundValue    OutputValue    BoundType    Arc    Instance
0.8047   0.6120   0.0965   Upper   RN v -> Q v    temp_sensor_r_reg[6]
0.8047   0.6120   0.0912   Upper   RN v -> Q v    temp_setpoint_r_reg[0]
0.8039   0.6120   0.1420   Upper   RN v -> Q v    u_door_lock/timeout_counter_reg[7]
0.8040   0.6120   0.1497   Upper   RN v -> Q v    u_door_lock/timeout_counter_reg[6]
0.8041   0.6120   0.1599   Upper   RN v -> Q v    u_door_lock/timeout_counter_reg[5]
0.8044   0.6120   0.0892   Upper   RN v -> Q v    u_door_lock/door_locked_reg
0.8044   0.6120   0.1446   Upper   RN v -> Q v    u_door_lock/timeout_counter_reg[4]
0.8044   0.6120   0.1418   Upper   RN v -> Q v    u_door_lock/timeout_counter_reg[2]
0.8045   0.6120   0.1102   Upper   RN v -> Q v    u_door_lock/lock_status_reg[0]
0.8046   0.6120   0.1185   Upper   RN v -> Q v    u_door_lock/lock_status_reg[1]
0.8046   0.6120   0.1508   Upper   RN v -> Q v    u_door_lock/timeout_counter_reg[1]
0.8046   0.6120   0.1162   Upper   RN v -> Q v    u_entertainment/tv_on_reg
0.8047   0.6120   0.1074   Upper   RN v -> Q v    u_entertainment/music_on_reg
0.8046   0.6120   0.1361   Upper   SN v -> Q ^    u_entertainment/volume_level_reg[0]
0.8046   0.6120   0.1485   Upper   SN v -> Q ^    u_entertainment/volume_level_reg[2]
0.8046   0.6120   0.1309   Upper   RN v -> Q v    u_entertainment/volume_level_reg[1]
0.8047   0.6120   0.1200   Upper   RN v -> Q v    u_entertainment/volume_level_reg[3]
0.8047   0.6120   0.1070   Upper   RN v -> Q v    u_humidity/dehumidifier_on_reg
0.8046   0.6120   0.1264   Upper   RN v -> Q v    u_humidity/humidifier_on_reg
0.8039   0.6120   0.1133   Upper   RN v -> Q v    u_visitor/exit_prev_reg
0.8039   0.6120   0.1000   Upper   RN v -> Q v    u_visitor/entry_prev_reg
0.8039   0.6120   0.1389   Upper   RN v -> Q v    u_visitor/count_reg[3]
0.8043   0.6120   0.1258   Upper   RN v -> Q v    u_visitor/count_reg[4]
0.8044   0.6120   0.1137   Upper   RN v -> Q v    u_visitor/count_reg[5]
0.8043   0.6120   0.0984   Upper   RN v -> Q v    u_visitor/count_reg[6]
0.8043   0.6120   0.1224   Upper   RN v -> Q v    u_visitor/count_reg[7]
0.8043   0.6120   0.1116   Upper   RN v -> Q v    u_water_ctrl/valve_close_reg
0.8046   0.6120   0.1192   Upper   RN v -> Q v    u_water_ctrl/pump_on_reg
0.7558   0.6120   0.0922   Upper   RN v -> Q v    heater_on_r_reg
0.7558   0.6120   0.1317   Upper   RN v -> QN ^    heater_on_r_reg
0.7558   0.6120   0.0935   Upper   RN v -> Q v    fan_on_r_reg
0.7558   0.6120   0.1733   Upper   RN v -> QN ^    fan_on_r_reg
0.7558   0.6120   0.0955   Upper   RN v -> Q v    burglar_alarm_out_r_reg
0.7558   0.6120   0.1133   Upper   RN v -> QN ^    burglar_alarm_out_r_reg
0.7559   0.6120   0.0732   Upper   RN v -> Q v    pin_input_r_reg[3]
0.7558   0.6120   0.0911   Upper   RN v -> Q v    ac_on_r_reg
0.7558   0.6120   0.1611   Upper   RN v -> QN ^    ac_on_r_reg
0.7559   0.6120   0.0779   Upper   RN v -> Q v    pin_input_r_reg[0]
0.7559   0.6120   0.0947   Upper   RN v -> Q v    led_brightness_r_reg[2]
0.7559   0.6120   0.0758   Upper   RN v -> Q v    pin_input_r_reg[1]
0.7559   0.6120   0.0793   Upper   RN v -> Q v    fan_cmd_r_reg
0.7559   0.6120   0.0800   Upper   RN v -> Q v    pin_input_r_reg[2]
0.7559   0.6120   0.0973   Upper   RN v -> Q v    led_brightness_r_reg[0]
0.7559   0.6120   0.0901   Upper   RN v -> Q v    led_brightness_r_reg[1]
0.7559   0.6120   0.0803   Upper   RN v -> Q v    ac_cmd_r_reg
0.7559   0.6120   0.0938   Upper   RN v -> Q v    visitor_count_r_reg[2]
0.7559   0.6120   0.0909   Upper   RN v -> Q v    led_brightness_r_reg[3]
0.7559   0.6120   0.0893   Upper   RN v -> Q v    light_sensor_r_reg[1]
0.7559   0.6120   0.0913   Upper   RN v -> Q v    visitor_count_r_reg[1]
0.7559   0.6120   0.0943   Upper   RN v -> Q v    led_brightness_r_reg[6]
0.7559   0.6120   0.0950   Upper   RN v -> Q v    led_brightness_r_reg[4]
0.7559   0.6120   0.0827   Upper   RN v -> Q v    light_sensor_r_reg[0]
0.7559   0.6120   0.0945   Upper   RN v -> Q v    visitor_count_r_reg[0]
0.7559   0.6120   0.0921   Upper   RN v -> Q v    led_brightness_r_reg[5]
0.7559   0.6120   0.0894   Upper   RN v -> Q v    light_sensor_r_reg[2]
0.7559   0.6120   0.0945   Upper   RN v -> Q v    led_brightness_r_reg[7]
0.7559   0.6120   0.0881   Upper   RN v -> Q v    light_sensor_r_reg[3]
0.7558   0.6120   0.0970   Upper   RN v -> Q v    u_appliances/ac_on_reg
0.7559   0.6120   0.0996   Upper   RN v -> Q v    u_appliances/fan_on_reg
0.7558   0.6120   0.1124   Upper   RN v -> Q v    u_lum_ctrl/led_brightness_reg[4]
0.7558   0.6120   0.1303   Upper   RN v -> Q v    u_lum_ctrl/led_brightness_reg[6]
0.7558   0.6120   0.1256   Upper   RN v -> Q v    u_lum_ctrl/led_brightness_reg[7]
0.7558   0.6120   0.1194   Upper   RN v -> Q v    u_lum_ctrl/led_brightness_reg[0]
0.7559   0.6120   0.1088   Upper   RN v -> Q v    u_lum_ctrl/led_brightness_reg[2]
0.7558   0.6120   0.1142   Upper   RN v -> Q v    u_lum_ctrl/led_brightness_reg[5]
0.7558   0.6120   0.1117   Upper   RN v -> Q v    u_lum_ctrl/led_brightness_reg[3]
0.7558   0.6120   0.1055   Upper   RN v -> Q v    u_lum_ctrl/led_brightness_reg[1]
0.7559   0.6120   0.0990   Upper   RN v -> Q v    u_visitor/count_reg[1]
0.7559   0.6120   0.1213   Upper   RN v -> Q v    u_visitor/count_reg[2]
0.7559   0.6120   0.1018   Upper   RN v -> Q v    u_visitor/count_reg[0]
0.0147   0.0168   0.0457   Lower   RN v -> Q v    tv_on_cmd_r_reg
0.0087   0.0168   0.0450   Lower   RN v -> Q v    music_on_cmd_r_reg
0.0052   0.0168   0.0562   Lower   RN v -> Q v    volume_cmd_r_reg[3]
0.0053   0.0168   0.0572   Lower   RN v -> Q v    volume_cmd_r_reg[2]
0.0115   0.0168   0.0426   Lower   RN v -> Q v    window_manual_close_r_reg
0.0062   0.0168   0.0542   Lower   RN v -> Q v    volume_cmd_r_reg[1]
0.0105   0.0168   0.0536   Lower   RN v -> Q v    volume_cmd_r_reg[0]
0.0105   0.0168   0.0395   Lower   RN v -> Q v    alarm_arm_r_reg
0.0046   0.0168   0.0598   Lower   RN v -> Q v    window_auto_mode_r_reg
0.0087   0.0168   0.0577   Lower   RN v -> Q v    temp_sensor_r_reg[3]
0.0087   0.0168   0.0593   Lower   RN v -> Q v    temp_sensor_r_reg[2]
0.0087   0.0168   0.0398   Lower   RN v -> Q v    temp_sensor_r_reg[1]
0.0086   0.0168   0.0444   Lower   RN v -> Q v    temp_sensor_r_reg[0]
