# Time Unit : 1e-09 seconds (ns)
# ActualValue: Actual value of slew seen during delay calculation. This is the value that fell out of bound.
# BoundValue: Bound value of slew. This is the first or last value for which characterization information is present in the library.
# BoundType: Lower or Upper, corresponding to whether the actual value is respectively smaller or greater than the bound value.
# Arc: Arc specification from source pin to sink pin (including rise/fall information for both).
# Instance: Full hierarchical name of the instance.
ActualValue    BoundValue    OutputValue    BoundType    Arc    Instance
0.0030   0.0600   0.0393   Lower   CK ^ -> Q v    humidity_sensor_r_reg[4]
0.0030   0.0600   0.0475   Lower   CK ^ -> Q v    humidity_sensor_r_reg[5]
0.0030   0.0600   0.0406   Lower   CK ^ -> Q v    humidity_sensor_r_reg[7]
0.0030   0.0600   0.0602   Lower   CK ^ -> Q v    music_on_cmd_r_reg
0.0030   0.0600   0.0572   Lower   CK ^ -> Q v    tv_on_cmd_r_reg
0.0030   0.0600   0.0477   Lower   CK ^ -> Q v    water_level_r_reg[3]
0.0030   0.0600   0.0414   Lower   CK ^ -> Q v    water_level_r_reg[1]
0.0030   0.0600   0.0487   Lower   CK ^ -> Q v    water_level_r_reg[2]
0.0030   0.0600   0.0836   Lower   CK ^ -> Q v    burglar_alarm_out_r_reg
0.0030   0.0600   0.3797   Lower   CK ^ -> QN v    burglar_alarm_out_r_reg
0.0030   0.0600   0.0576   Lower   CK ^ -> Q v    light_sensor_r_reg[5]
0.0030   0.0600   0.0518   Lower   CK ^ -> Q v    light_sensor_r_reg[6]
0.0030   0.0600   0.0571   Lower   CK ^ -> Q v    light_sensor_r_reg[4]
0.0030   0.0600   0.0545   Lower   CK ^ -> Q v    light_sensor_r_reg[3]
0.0030   0.0600   0.0576   Lower   CK ^ -> Q v    cooler_on_r_reg
0.0030   0.0600   0.3987   Lower   CK ^ -> QN v    cooler_on_r_reg
0.0030   0.0600   0.0551   Lower   CK ^ -> Q v    light_sensor_r_reg[1]
0.0030   0.0600   0.0549   Lower   CK ^ -> Q v    light_sensor_r_reg[2]
0.0030   0.0600   0.0571   Lower   CK ^ -> Q v    light_sensor_r_reg[7]
0.0030   0.0600   0.0508   Lower   CK ^ -> Q v    light_sensor_r_reg[0]
0.6803   0.6120   0.0692   Upper   S0 ^ -> Y v    u_entertainment/g45
0.6803   0.6120   0.0640   Upper   S0 ^ -> Y v    u_entertainment/g46
0.6803   0.6120   0.0698   Upper   S0 ^ -> Y v    u_entertainment/g44
0.6803   0.6120   0.0670   Upper   S0 ^ -> Y v    u_entertainment/g47
